product_id,brand,model_name,category,gender_target,size_system_primary,size_range_primary,sizes_available_uk,sizes_available_us,sizes_available_eu,foot_length_min_cm,foot_length_max_cm,width_options,recommended_foot_width_cm_min,recommended_foot_width_cm_max,fit_profile,cushioning_level,arch_support,material_upper,outsole_type,weight_g,colors,price_usd,rating_avg,review_count,stock_status,image_url,description_short,sources_used
timberland-pro-plus-athletic-135,Timberland,Pro Plus,Athletic,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.8,27,Regular,8.13,10.33,regular,medium,medium,synthetic mesh,rubber,342,green|beige|orange,132.35,3.9,199,in_stock,,Athletic shoe with synthetic mesh upper and rubber outsole; medium cushioning and medium arch support for a regular feel.,timberland.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
adidas-everyday-iii-casual-136,Adidas,Everyday III,Casual,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.3,30,Narrow|Regular|Wide,9.15,11.35,regular,medium,low,suede,cupsole rubber,357,grey|tan,85.89,4.7,176,in_stock,,"Adidas casual footwear featuring suede, cupsole rubber, medium cushioning, low arch support, and a regular profile.",adidas.co.uk; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
salomon-stride-prime-running-137,Salomon,Stride Prime,Running,Female,UK,UK 3-8,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","37.5,38,39,40,40.5,41,42,43,43.5,44,45",21.6,26.5,Narrow|Regular|Wide,8,10.2,regular,medium,low,knit mesh,blown rubber,211,black|tan|beige,138.06,4.4,41,in_stock,,Running shoe with knit mesh upper and blown rubber outsole; medium cushioning and low arch support for a regular feel.,salomon.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
new-balance-street-x-casual-138,New Balance,Street X,Casual,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.6,26.8,Narrow|Regular|Wide,8.05,10.25,regular,high,low,canvas,cupsole rubber,351,navy|blue|yellow|green,87.02,4.1,64,in_stock,,"New Balance casual footwear featuring canvas, cupsole rubber, high cushioning, low arch support, and a regular profile.",newbalance.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
adidas-retro-8-casual-139,Adidas,Retro 8,Casual,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,30,Narrow|Regular|Wide,9.16,11.36,roomy,medium,medium,canvas,gum rubber,334,red|beige|yellow,103.79,4.4,29,in_stock,,Casual shoe with canvas upper and gum rubber outsole; medium cushioning and medium arch support for a roomy feel.,adidas.co.uk; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
skechers-court-iii-casual-140,Skechers,Court III,Casual,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,29.9,Narrow|Regular,9.15,10.45,roomy,high,low,synthetic leather,cupsole rubber,350,white|navy|brown,66.57,4.2,53,in_stock,,"Skechers casual footwear featuring synthetic leather, cupsole rubber, high cushioning, low arch support, and a roomy profile.",skechers.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
salomon-stride-elite-running-141,Salomon,Stride Elite,Running,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.3,30,Narrow,9.15,9.85,snug,low,low,knit mesh,rubber,305,green|orange,97.88,4.3,148,in_stock,,"Built for running days: knit mesh upper, durable rubber outsole, low cushion, low support, and a snug fit.",salomon.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
brooks-loafer-elite-premium-formal-142,Brooks,Loafer Elite Premium,Formal,Male,UK,UK 6.5-12,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.9,29.9,Narrow|Regular,9.24,10.54,regular,low,low,patent leather,rubber,441,white|brown|blue|navy,183.58,4.3,32,in_stock,,"Brooks formal footwear featuring patent leather, rubber, low cushioning, low arch support, and a regular profile.",brooksrunning.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
timberland-flex-prime-athletic-143,Timberland,Flex Prime,Athletic,Male,UK,UK 6.5-12,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.9,29.9,Regular,9.24,11.44,regular,high,medium,synthetic mesh,rubber,297,yellow|tan|brown|pink,131.2,4.4,53,in_stock,,Athletic shoe with synthetic mesh upper and rubber outsole; high cushioning and medium arch support for a regular feel.,timberland.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
new-balance-pace-elite-running-144,New Balance,Pace Elite,Running,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,30,Regular|Wide,9.86,11.36,roomy,low,medium,engineered mesh,rubber,192,navy|orange,114.28,4.2,29,low_stock,,"Built for running days: engineered mesh upper, durable rubber outsole, low cushion, medium support, and a roomy fit.",newbalance.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
new-balance-endorphin-x-air-running-145,New Balance,Endorphin X Air,Running,Unisex,UK,UK 3-12,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",21.6,30,Regular|Wide,9.35,10.85,regular,medium,medium,knit mesh,rubber,271,red|yellow|tan,150.21,4.9,15,in_stock,,"Built for running days: knit mesh upper, durable rubber outsole, medium cushion, medium support, and a regular fit.",newbalance.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
saucony-hyper-9-air-athletic-146,Saucony,Hyper 9 Air,Athletic,Female,UK,UK 3-8,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","37.5,38,39,40,40.5,41,42,43,43.5,44,45",21.8,26.5,Regular|Wide,8.74,10.24,roomy,medium,high,synthetic leather,rubber,300,purple|pink|blue|tan,135.65,4.2,24,in_stock,,Athletic shoe with synthetic leather upper and rubber outsole; medium cushioning and high arch support for a roomy feel.,saucony.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
nike-monk-x-formal-147,Nike,Monk X,Formal,Female,UK,UK 3-8,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","37.5,38,39,40,40.5,41,42,43,43.5,44,45",21.9,26.7,Regular,8.09,10.29,regular,high,high,full-grain leather,leather,393,red|brown|pink,167.24,4.7,334,low_stock,,"Built for formal days: full-grain leather upper, durable leather outsole, high cushion, high support, and a regular fit.",nike.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
converse-retro-4-casual-148,Converse,Retro 4,Casual,Male,UK,UK 6.5-11.5,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.6,29.4,Regular|Wide,9.79,11.29,roomy,medium,medium,suede,gum rubber,301,grey|tan|black,74.88,4.1,59,in_stock,,Casual shoe with suede upper and gum rubber outsole; medium cushioning and medium arch support for a roomy feel.,converse.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
merrell-zoom-plus-running-149,Merrell,Zoom Plus,Running,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,29.9,Narrow|Regular,9.15,10.45,roomy,low,low,synthetic mesh,rubber,338,yellow|brown,91.28,4.5,84,out_of_stock,,"Merrell running footwear featuring synthetic mesh, rubber, low cushioning, low arch support, and a roomy profile.",merrell.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
brooks-drive-iii-runner-athletic-150,Brooks,Drive III Runner,Athletic,Male,UK,UK 6.5-11.5,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.9,29.5,Wide,10.36,11.36,roomy,high,medium,synthetic mesh,TPU,292,navy|orange|beige,138.19,4.7,110,in_stock,,"Brooks athletic footwear featuring synthetic mesh, TPU, high cushioning, medium arch support, and a roomy profile.",brooksrunning.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
brooks-drive-4-runner-athletic-151,Brooks,Drive 4 Runner,Athletic,Male,UK,UK 6.5-12,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.7,29.9,Regular,9.2,11.4,regular,low,medium,knit,rubber,267,yellow|pink,138.71,4.4,86,in_stock,,"Built for athletic days: knit upper, durable rubber outsole, low cushion, medium support, and a regular fit.",brooksrunning.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
salomon-pace-prime-running-152,Salomon,Pace Prime,Running,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.7,26.9,Narrow|Regular|Wide,8.09,10.29,regular,high,medium,knit mesh,rubber,236,purple|beige|orange|pink,138.69,4.1,52,in_stock,,Running shoe with knit mesh upper and rubber outsole; high cushioning and medium arch support for a regular feel.,salomon.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
timberland-velocity-iii-running-153,Timberland,Velocity III,Running,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,30.1,Narrow|Regular|Wide,9.18,11.38,snug,high,high,knit mesh,blown rubber,346,pink|black|green|orange,142.57,3.8,45,in_stock,,Running shoe with knit mesh upper and blown rubber outsole; high cushioning and high arch support for a snug feel.,timberland.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
new-balance-wingtip-4-premium-formal-154,New Balance,Wingtip 4 Premium,Formal,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.3,30.1,Regular|Wide,9.86,11.36,regular,low,medium,full-grain leather,rubber,456,grey|black|blue|purple,128.4,4.4,102,in_stock,,Formal shoe with full-grain leather upper and rubber outsole; low cushioning and medium arch support for a regular feel.,newbalance.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
timberland-stride-4-running-155,Timberland,Stride 4,Running,Female,UK,UK 3-8,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","37.5,38,39,40,40.5,41,42,43,43.5,44,45",21.6,26.5,Wide,9.2,10.2,regular,medium,medium,knit mesh,carbon rubber,207,grey|tan|black,146.64,4.3,18,in_stock,,"Built for running days: knit mesh upper, durable carbon rubber outsole, medium cushion, medium support, and a regular fit.",timberland.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
adidas-street-7-casual-156,Adidas,Street 7,Casual,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.7,27.1,Regular,8.13,10.33,regular,low,low,synthetic leather,cupsole rubber,371,brown|orange|tan|beige,95.45,4.4,64,in_stock,,"Adidas casual footwear featuring synthetic leather, cupsole rubber, low cushioning, low arch support, and a regular profile.",adidas.co.uk; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
adidas-power-elite-athletic-157,Adidas,Power Elite,Athletic,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.6,27,Wide,9.29,10.29,snug,medium,low,synthetic mesh,non-marking rubber,365,orange|green,121.02,4.3,80,out_of_stock,,"Built for athletic days: synthetic mesh upper, durable non-marking rubber outsole, medium cushion, low support, and a snug fit.",adidas.co.uk; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-endorphin-prime-air-running-158,ASICS,Endorphin Prime Air,Running,Male,UK,UK 6-11.5,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.2,29.6,Wide,10.25,11.25,snug,high,medium,knit mesh,rubber,285,grey|yellow|beige|pink,109.68,3.9,34,out_of_stock,,"ASICS running footwear featuring knit mesh, rubber, high cushioning, medium arch support, and a snug profile.",asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
converse-ridge-6-trail-159,Converse,Ridge 6,Trail,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.5,29.9,Narrow|Regular|Wide,9.16,11.36,regular,high,low,synthetic mesh,Vibram-style rubber,373,black|pink|tan,137.24,4,47,low_stock,,"Built for trail days: synthetic mesh upper, durable Vibram-style rubber outsole, high cushion, low support, and a regular fit.",converse.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
timberland-captoe-elite-formal-160,Timberland,Captoe Elite,Formal,Unisex,UK,UK 3-12,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",21.8,30.1,Regular,8.7,10.9,roomy,low,medium,suede leather,leather,471,tan|navy|green,131.18,4.3,93,low_stock,,Formal shoe with suede leather upper and leather outsole; low cushioning and medium arch support for a roomy feel.,timberland.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
reebok-stride-6-running-161,Reebok,Stride 6,Running,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.2,30,Regular,9.13,11.33,snug,high,low,engineered mesh,rubber,326,tan|black,136.63,4.2,29,in_stock,,"Built for running days: engineered mesh upper, durable rubber outsole, high cushion, low support, and a snug fit.",reebok.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
brooks-endorphin-prime-running-162,Brooks,Endorphin Prime,Running,Female,UK,UK 3-8,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","37.5,38,39,40,40.5,41,42,43,43.5,44,45",21.7,26.5,Narrow,8.02,8.72,regular,medium,medium,knit mesh,blown rubber,292,red|black,156.18,4.7,16,in_stock,,Running shoe with knit mesh upper and blown rubber outsole; medium cushioning and medium arch support for a regular feel.,brooksrunning.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
skechers-skate-elite-casual-163,Skechers,Skate Elite,Casual,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.2,30.1,Regular|Wide,9.85,11.35,regular,low,low,canvas,rubber,359,beige|purple|red,107.01,3.3,162,in_stock,,"Built for casual days: canvas upper, durable rubber outsole, low cushion, low support, and a regular fit.",skechers.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
hoka-loafer-max-air-formal-164,HOKA,Loafer Max Air,Formal,Male,UK,UK 6.5-12,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.7,29.8,Narrow,9.18,9.88,roomy,medium,medium,suede leather,TPU,397,red|orange|white,186.31,3.9,103,in_stock,,"Built for formal days: suede leather upper, durable TPU outsole, medium cushion, medium support, and a roomy fit.",hoka.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
timberland-retro-elite-casual-165,Timberland,Retro Elite,Casual,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.2,30.1,Regular,9.15,11.35,regular,medium,medium,synthetic leather,gum rubber,385,green|yellow|purple,69.08,4.4,120,in_stock,,Casual shoe with synthetic leather upper and gum rubber outsole; medium cushioning and medium arch support for a regular feel.,timberland.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
vans-urban-max-casual-166,Vans,Urban Max,Casual,Female,UK,UK 3-8,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","37.5,38,39,40,40.5,41,42,43,43.5,44,45",21.7,26.6,Narrow|Regular,8.04,9.34,roomy,low,low,suede,cupsole rubber,270,pink|purple|brown,112.83,4.1,33,out_of_stock,,Casual shoe with suede upper and cupsole rubber outsole; low cushioning and low arch support for a roomy feel.,vans.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
skechers-chelsea-9-formal-167,Skechers,Chelsea 9,Formal,Male,UK,UK 6.5-12,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.7,29.9,Narrow|Regular|Wide,9.2,11.4,regular,high,medium,suede leather,TPU,358,tan|navy,103.88,3.9,40,low_stock,,"Built for formal days: suede leather upper, durable TPU outsole, high cushion, medium support, and a regular fit.",skechers.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
saucony-swift-i-running-168,Saucony,Swift I,Running,Unisex,UK,UK 3-12,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",21.6,29.9,Narrow,8.63,9.33,roomy,high,low,synthetic mesh,rubber,266,tan|blue,141.05,3.7,24,in_stock,,Running shoe with synthetic mesh upper and rubber outsole; high cushioning and low arch support for a roomy feel.,saucony.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
reebok-trainer-max-athletic-169,Reebok,Trainer Max,Athletic,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.8,27,Regular,8.13,10.33,regular,medium,low,synthetic leather,rubber,259,black|blue|brown,121.01,4.9,57,in_stock,,"Reebok athletic footwear featuring synthetic leather, rubber, medium cushioning, low arch support, and a regular profile.",reebok.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
skechers-canvas-6-casual-170,Skechers,Canvas 6,Casual,Female,UK,UK 3.5-8,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","38,39,40,40.5,41,42,43,43.5,44,45",22.3,26.5,Regular,8.13,10.33,snug,medium,medium,leather,gum rubber,330,green|orange|grey,106.68,4.8,120,out_of_stock,,Casual shoe with leather upper and gum rubber outsole; medium cushioning and medium arch support for a snug feel.,skechers.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
reebok-ridge-max-trail-171,Reebok,Ridge Max,Trail,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,29.9,Regular,9.15,11.35,snug,high,high,synthetic mesh,Vibram-style rubber,339,purple|brown|beige,102.24,4,57,in_stock,,Trail shoe with synthetic mesh upper and Vibram-style rubber outsole; high cushioning and high arch support for a snug feel.,reebok.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
nike-aero-7-running-172,Nike,Aero 7,Running,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.8,27,Regular,8.13,10.33,snug,high,medium,knit mesh,carbon rubber,187,orange|brown,161.2,4,34,in_stock,,Running shoe with knit mesh upper and carbon rubber outsole; high cushioning and medium arch support for a snug feel.,nike.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
new-balance-wingtip-6-runner-formal-173,New Balance,Wingtip 6 Runner,Formal,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,29.9,Narrow|Regular|Wide,9.15,11.35,regular,low,medium,patent leather,leather,473,brown|tan,174.51,4.3,144,in_stock,,"New Balance formal footwear featuring patent leather, leather, low cushioning, medium arch support, and a regular profile.",newbalance.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-stride-6-running-174,ASICS,Stride 6,Running,Unisex,UK,UK 3-12,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",21.6,30.1,Narrow|Regular|Wide,8.66,10.86,regular,high,medium,knit mesh,carbon rubber,351,tan|black|white,136.45,4.9,46,low_stock,,"Built for running days: knit mesh upper, durable carbon rubber outsole, high cushion, medium support, and a regular fit.",asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
saucony-glide-5-running-175,Saucony,Glide 5,Running,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.2,30,Narrow|Regular|Wide,9.13,11.33,regular,medium,medium,synthetic mesh,rubber,312,yellow|blue|grey,106.09,4.3,60,in_stock,,"Saucony running footwear featuring synthetic mesh, rubber, medium cushioning, medium arch support, and a regular profile.",saucony.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
merrell-summit-8-trail-176,Merrell,Summit 8,Trail,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.8,27,Narrow,8.13,8.83,roomy,low,high,synthetic mesh,Vibram-style rubber,343,grey|beige|green|blue,137.57,4.3,83,low_stock,,"Built for trail days: synthetic mesh upper, durable Vibram-style rubber outsole, low cushion, high support, and a roomy fit.",merrell.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
new-balance-canyon-8-gt-trail-177,New Balance,Canyon 8 GT,Trail,Female,UK,UK 3-8,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","37.5,38,39,40,40.5,41,42,43,43.5,44,45",21.7,26.4,Narrow|Regular,8,9.3,regular,high,medium,ripstop mesh,Vibram-style rubber,354,brown|yellow|pink,147.9,3.7,32,in_stock,,"New Balance trail footwear featuring ripstop mesh, Vibram-style rubber, high cushioning, medium arch support, and a regular profile.",newbalance.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
brooks-skate-7-casual-178,Brooks,Skate 7,Casual,Unisex,UK,UK 3-12,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",21.7,29.9,Narrow|Regular,8.65,9.95,roomy,high,low,synthetic leather,gum rubber,310,blue|red|black,107.82,4.1,110,in_stock,,Casual shoe with synthetic leather upper and gum rubber outsole; high cushioning and low arch support for a roomy feel.,brooksrunning.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
hoka-outback-4-trail-179,HOKA,Outback 4,Trail,Unisex,UK,UK 3-12,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",21.6,30,Narrow|Regular|Wide,8.65,10.85,regular,medium,low,synthetic mesh,lugged rubber,378,yellow|white,134.4,4,162,low_stock,,"Built for trail days: synthetic mesh upper, durable lugged rubber outsole, medium cushion, low support, and a regular fit.",hoka.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
