gender_target,size_system,size_value,foot_length_cm,foot_width_cm_typical,width_label,sources_used
Unisex,US,5,22.8,7.95,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,5,22.8,8.45,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,5,22.8,9.15,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,5.5,23.3,8.11,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,5.5,23.3,8.61,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,5.5,23.3,9.31,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,6,23.7,8.27,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,6,23.7,8.77,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,6,23.7,9.47,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,6.5,24.1,8.43,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,6.5,24.1,8.93,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,6.5,24.1,9.63,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,7,24.6,8.59,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,7,24.6,9.09,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,7,24.6,9.79,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,7.5,25.0,8.75,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,7.5,25.0,9.25,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,7.5,25.0,9.95,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,8,25.4,8.91,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,8,25.4,9.41,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,8,25.4,10.11,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,8.5,25.9,9.07,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,8.5,25.9,9.57,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,8.5,25.9,10.27,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,9,26.3,9.23,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,9,26.3,9.73,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,9,26.3,10.43,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,9.5,26.7,9.39,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,9.5,26.7,9.89,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,9.5,26.7,10.59,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,10,27.2,9.55,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,10,27.2,10.05,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,10,27.2,10.75,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,10.5,27.6,9.71,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,10.5,27.6,10.21,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,10.5,27.6,10.91,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,11,28.0,9.87,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,11,28.0,10.37,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,11,28.0,11.07,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,11.5,28.4,10.03,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,11.5,28.4,10.53,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,11.5,28.4,11.23,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,12,28.9,10.19,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,12,28.9,10.69,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,12,28.9,11.39,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,12.5,29.3,10.35,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,12.5,29.3,10.85,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,12.5,29.3,11.55,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,13,29.7,10.51,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,13,29.7,11.01,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,US,13,29.7,11.71,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,37.5,22.0,7.63,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,37.5,22.0,8.13,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,37.5,22.0,8.83,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,38,22.4,7.79,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,38,22.4,8.29,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,38,22.4,8.99,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,39,22.8,7.95,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,39,22.8,8.45,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,39,22.8,9.15,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,40,23.3,8.11,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,40,23.3,8.61,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,40,23.3,9.31,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,40.5,23.7,8.27,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,40.5,23.7,8.77,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,40.5,23.7,9.47,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,41,24.1,8.43,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,41,24.1,8.93,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,41,24.1,9.63,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,42,24.6,8.59,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,42,24.6,9.09,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,42,24.6,9.79,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,43,25.0,8.75,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,43,25.0,9.25,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,43,25.0,9.95,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,43.5,25.4,8.91,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,43.5,25.4,9.41,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,43.5,25.4,10.11,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,44,25.9,9.07,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,44,25.9,9.57,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,44,25.9,10.27,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,45,26.3,9.23,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,45,26.3,9.73,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,45,26.3,10.43,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,46,26.7,9.39,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,46,26.7,9.89,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,46,26.7,10.59,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,46.5,27.2,9.55,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,46.5,27.2,10.05,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,46.5,27.2,10.75,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,47,27.6,9.71,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,47,27.6,10.21,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,47,27.6,10.91,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,48,28.0,9.87,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,48,28.0,10.37,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,48,28.0,11.07,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,49,28.4,10.03,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,49,28.4,10.53,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,49,28.4,11.23,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,49.5,28.9,10.19,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,49.5,28.9,10.69,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,49.5,28.9,11.39,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,50,29.3,10.35,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,50,29.3,10.85,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,50,29.3,11.55,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,51,29.7,10.51,Narrow,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,51,29.7,11.01,Regular,"clarks.com, nike.com, adidas.co.uk, asics.com"
Unisex,EU,51,29.7,11.71,Wide,"clarks.com, nike.com, adidas.co.uk, asics.com"
